"method","sim_id","fold","c_index","auprc","mrr","ef_at_1pct","ef_at_5pct","ef_at_10pct","precision_at_1pct","precision_at_5pct","precision_at_10pct","recall_at_1pct","recall_at_5pct","recall_at_10pct","mcc_at_1pct","mcc_at_5pct","mcc_at_10pct","runtime","n","p","n_main","n_int","beta_main","beta_int","censparam","lambda"
"LASSO-Cox",3,3,NA,0.00994079409460529,0.0102040816326531,0,0,1,0,0,0.01,0,0,0.1,-0.0101010101010101,-0.0230571487955358,0,29.226,200,1000,10,0,0,0,NA,NA
"sNPDR-signed",3,4,NA,0.0108240955656636,0.0175438596491228,0,0,2,0,0,0.02,0,0,0.2,-0.0101010101010101,-0.0230571487955358,0.0335012605086404,5.45600000000002,200,1000,10,0,0,0,NA,NA
"sNPDR-absolute",3,4,NA,0.0120091280521019,0.0769230769230769,0,2,1,0,0.02,0.01,0,0.1,0.1,-0.0101010101010101,0.0230571487955358,0,5.68299999999999,200,1000,10,0,0,0,NA,NA
"LASSO-sNPDR",3,4,NA,0.01,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,83.933,200,1000,10,0,0,0,NA,NA
"Cox",3,4,NA,0.0110794282422105,0.0106382978723404,0,0,1,0,0,0.01,0,0,0.1,-0.0101010101010101,-0.0230571487955358,0,4.10599999999999,200,1000,10,0,0,0,NA,NA
"SVM",3,4,NA,0.010757397658987,0.0114942528735632,0,0,1,0,0,0.01,0,0,0.1,-0.0101010101010101,-0.0230571487955358,0,31.5870000000001,200,1000,10,0,0,0,NA,NA
"LASSO-Cox",3,4,NA,0.00994079409460529,0.0833333333333333,0,2,1,0,0.02,0.01,0,0.1,0.1,-0.0101010101010101,0.0230571487955358,0,17.6690000000001,200,1000,10,0,0,0,NA,NA
"sNPDR-signed",3,5,NA,0.00695495438633462,0.0101010101010101,0,0,1,0,0,0.01,0,0,0.1,-0.0101010101010101,-0.0230571487955358,0,5.25099999999998,200,1000,10,0,0,0,NA,NA
"sNPDR-absolute",3,5,NA,0.0148508293358224,0.0303030303030303,0,2,1,0,0.02,0.01,0,0.1,0.1,-0.0101010101010101,0.0230571487955358,0,12.234,200,1000,10,0,0,0,NA,NA
"LASSO-sNPDR",3,5,NA,0.00947928373376589,0.0588235294117647,0,20,10,0,0.2,0.1,0,1,1,-0.0101010101010101,0.438085827115181,0.301511344577764,103.175,200,1000,10,0,0,0,NA,NA
"Cox",3,5,NA,0.00844924372915329,0.0116279069767442,0,0,1,0,0,0.01,0,0,0.1,-0.0101010101010101,-0.0230571487955358,0,4.74700000000007,200,1000,10,0,0,0,NA,NA
"SVM",3,5,NA,0.0113242865093919,0.0181818181818182,0,0,2,0,0,0.02,0,0,0.2,-0.0101010101010101,-0.0230571487955358,0.0335012605086404,44.4179999999999,200,1000,10,0,0,0,NA,NA
"LASSO-Cox",3,5,NA,0.00994079409460529,0.00540540540540541,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,53.107,200,1000,10,0,0,0,NA,NA
"sNPDR-signed",3,6,NA,0.00874645383399017,0.00869565217391304,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,6.02800000000002,200,1000,10,0,0,0,NA,NA
"sNPDR-absolute",3,6,NA,0.00879475009838239,0.0142857142857143,0,0,1,0,0,0.01,0,0,0.1,-0.0101010101010101,-0.0230571487955358,0,9.87599999999998,200,1000,10,0,0,0,NA,NA
"LASSO-sNPDR",3,6,NA,0.01,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,88.5599999999999,200,1000,10,0,0,0,NA,NA
"Cox",3,6,NA,0.0100141221553153,0.00806451612903226,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,13.4950000000001,200,1000,10,0,0,0,NA,NA
"SVM",3,6,NA,0.0106966911677387,0.0099009900990099,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,32.6609999999998,200,1000,10,0,0,0,NA,NA
"LASSO-Cox",3,6,NA,0.00994079409460529,0.0833333333333333,0,2,1,0,0.02,0.01,0,0.1,0.1,-0.0101010101010101,0.0230571487955358,0,53.356,200,1000,10,0,0,0,NA,NA
"sNPDR-signed",3,7,NA,0.0084312984322724,0.00543478260869565,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,7.25500000000011,200,1000,10,0,0,0,NA,NA
"sNPDR-absolute",3,7,NA,0.0127389594667914,0.0526315789473684,0,2,1,0,0.02,0.01,0,0.1,0.1,-0.0101010101010101,0.0230571487955358,0,14.337,200,1000,10,0,0,0,NA,NA
"LASSO-sNPDR",3,7,NA,0.01,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,93.5929999999998,200,1000,10,0,0,0,NA,NA
"Cox",3,7,NA,0.00865395564114871,0.00662251655629139,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,7.75800000000004,200,1000,10,0,0,0,NA,NA
"SVM",3,7,NA,0.00934786454150448,0.00636942675159236,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,48.558,200,1000,10,0,0,0,NA,NA
"LASSO-Cox",3,7,NA,0.00994079409460529,0.00862068965517241,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,56.9569999999999,200,1000,10,0,0,0,NA,NA
"sNPDR-signed",3,8,NA,0.00873809560584969,0.00833333333333333,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,17.934,200,1000,10,0,0,0,NA,NA
"sNPDR-absolute",3,8,NA,0.0125505828856008,0.0294117647058824,0,2,1,0,0.02,0.01,0,0.1,0.1,-0.0101010101010101,0.0230571487955358,0,13.0889999999999,200,1000,10,0,0,0,NA,NA
"LASSO-sNPDR",3,8,NA,0.01,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,50.8969999999999,200,1000,10,0,0,0,NA,NA
"Cox",3,8,NA,0.0104160087093995,0.0147058823529412,0,0,1,0,0,0.01,0,0,0.1,-0.0101010101010101,-0.0230571487955358,0,8.73099999999999,200,1000,10,0,0,0,NA,NA
"SVM",3,8,NA,0.0135305628956174,0.0126582278481013,0,0,1,0,0,0.01,0,0,0.1,-0.0101010101010101,-0.0230571487955358,0,8.00099999999998,200,1000,10,0,0,0,NA,NA
"LASSO-Cox",3,8,NA,0.00989524925405074,0.0166666666666667,0,0,2,0,0,0.02,0,0,0.2,-0.0101010101010101,-0.0230571487955358,0.0335012605086404,27.838,200,1000,10,0,0,0,NA,NA
"sNPDR-signed",3,9,NA,0.00856208283309884,0.015625,0,0,1,0,0,0.01,0,0,0.1,-0.0101010101010101,-0.0230571487955358,0,9.73099999999999,200,1000,10,0,0,0,NA,NA
"sNPDR-absolute",3,9,NA,0.0106361079672743,0.037037037037037,0,2,1,0,0.02,0.01,0,0.1,0.1,-0.0101010101010101,0.0230571487955358,0,8.38599999999997,200,1000,10,0,0,0,NA,NA
"LASSO-sNPDR",3,9,NA,0.00947928373376589,0.0588235294117647,0,20,10,0,0.2,0.1,0,1,1,-0.0101010101010101,0.438085827115181,0.301511344577764,98.9449999999999,200,1000,10,0,0,0,NA,NA
"Cox",3,9,NA,0.0109785385815494,0.0102040816326531,0,0,1,0,0,0.01,0,0,0.1,-0.0101010101010101,-0.0230571487955358,0,11.9660000000001,200,1000,10,0,0,0,NA,NA
"SVM",3,9,NA,0.0117428420246108,0.0138888888888889,0,0,1,0,0,0.01,0,0,0.1,-0.0101010101010101,-0.0230571487955358,0,46.3029999999999,200,1000,10,0,0,0,NA,NA
"LASSO-Cox",3,9,NA,0.01,0.05,0,2,1,0,0.02,0.01,0,0.1,0.1,-0.0101010101010101,0.0230571487955358,0,14.047,200,1000,10,0,0,0,NA,NA
"sNPDR-signed",3,10,NA,0.00766638779716051,0.00561797752808989,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,12.421,200,1000,10,0,0,0,NA,NA
"sNPDR-absolute",3,10,NA,0.0126502114473886,0.125,10,2,1,0.1,0.02,0.01,0.1,0.1,0.1,0.0909090909090909,0.0230571487955358,0,11.694,200,1000,10,0,0,0,NA,NA
"LASSO-sNPDR",3,10,NA,0.0096881248587651,0.111111111111111,20,20,10,0.2,0.2,0.1,0.2,1,1,0.191919191919192,0.438085827115181,0.301511344577764,73.8519999999999,200,1000,10,0,0,0,NA,NA
"Cox",3,10,NA,0.0091329616474714,0.00465116279069767,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,5.09299999999985,200,1000,10,0,0,0,NA,NA
"LASSO-Cox",3,10,NA,0.00981752468033329,0.0232558139534884,0,2,1,0,0.02,0.01,0,0.1,0.1,-0.0101010101010101,0.0230571487955358,0,24.7660000000001,200,1000,10,0,0,0,NA,NA
"sNPDR-signed",4,1,NA,0.0101614227165498,0.00694444444444444,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,13.379,200,1000,10,0,0,0,NA,NA
"sNPDR-absolute",4,1,NA,0.00804524303708599,0.0175438596491228,0,0,1,0,0,0.01,0,0,0.1,-0.0101010101010101,-0.0230571487955358,0,13.339,200,1000,10,0,0,0,NA,NA
"LASSO-sNPDR",4,1,NA,0.00981752468033329,0.2,60,20,10,0.6,0.2,0.1,0.6,1,1,0.595959595959596,0.438085827115181,0.301511344577764,128.451,200,1000,10,0,0,0,NA,NA
"Cox",4,1,NA,0.00970050230985757,0.0106382978723404,0,0,1,0,0,0.01,0,0,0.1,-0.0101010101010101,-0.0230571487955358,0,11.55,200,1000,10,0,0,0,NA,NA
"SVM",4,1,NA,0.00929558832575796,0.025,0,2,1,0,0.02,0.01,0,0.1,0.1,-0.0101010101010101,0.0230571487955358,0,42.022,200,1000,10,0,0,0,NA,NA
"LASSO-Cox",4,1,NA,0.01,0.333333333333333,10,4,2,0.1,0.04,0.02,0.1,0.2,0.2,0.0909090909090909,0.0691714463866075,0.0335012605086404,10.603,200,1000,10,0,0,0,NA,NA
"sNPDR-signed",4,2,NA,0.0095776028355203,0.00900900900900901,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,10.582,200,1000,10,0,0,0,NA,NA
"sNPDR-absolute",4,2,NA,0.0101542877670237,0.0136986301369863,0,0,1,0,0,0.01,0,0,0.1,-0.0101010101010101,-0.0230571487955358,0,12.987,200,1000,10,0,0,0,NA,NA
"LASSO-sNPDR",4,2,NA,0.00906884980461388,0.0263157894736842,0,20,10,0,0.2,0.1,0,1,1,-0.0101010101010101,0.438085827115181,0.301511344577764,127.124,200,1000,10,0,0,0,NA,NA
"Cox",4,2,NA,0.0140866415886443,0.010989010989011,0,0,1,0,0,0.01,0,0,0.1,-0.0101010101010101,-0.0230571487955358,0,10.827,200,1000,10,0,0,0,NA,NA
"LASSO-Cox",4,2,NA,0.00994079409460529,0.5,10,2,2,0.1,0.02,0.02,0.1,0.1,0.2,0.0909090909090909,0.0230571487955358,0.0335012605086404,27.442,200,1000,10,0,0,0,NA,NA
"sNPDR-signed",4,3,NA,0.00924958388044428,0.00416666666666667,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,7.59699999999998,200,1000,10,0,0,0,NA,NA
"sNPDR-absolute",4,3,NA,0.00861612211181119,0.0169491525423729,0,0,2,0,0,0.02,0,0,0.2,-0.0101010101010101,-0.0230571487955358,0.0335012605086404,19.4680000000001,200,1000,10,0,0,0,NA,NA
"LASSO-sNPDR",4,3,NA,0.0115468813673462,0.0333333333333333,0,2,10,0,0.02,0.1,0,0.1,1,-0.0101010101010101,0.0230571487955358,0.301511344577764,92.754,200,1000,10,0,0,0,NA,NA
"Cox",4,3,NA,0.0103009251736883,0.0106382978723404,0,0,1,0,0,0.01,0,0,0.1,-0.0101010101010101,-0.0230571487955358,0,6.94500000000005,200,1000,10,0,0,0,NA,NA
"SVM",4,3,NA,0.009741415229441,0.0181818181818182,0,0,1,0,0,0.01,0,0,0.1,-0.0101010101010101,-0.0230571487955358,0,44.3159999999999,200,1000,10,0,0,0,NA,NA
"LASSO-Cox",4,3,NA,0.00994079409460529,0.00540540540540541,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,51.978,200,1000,10,0,0,0,NA,NA
"sNPDR-signed",4,4,NA,0.00783818591852743,0.00478468899521531,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,5.15300000000002,200,1000,10,0,0,0,NA,NA
"sNPDR-absolute",4,4,NA,0.00823160278899458,0.0144927536231884,0,0,1,0,0,0.01,0,0,0.1,-0.0101010101010101,-0.0230571487955358,0,5.38,200,1000,10,0,0,0,NA,NA
"LASSO-sNPDR",4,4,NA,0.01,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,119.272,200,1000,10,0,0,0,NA,NA
"Cox",4,4,NA,0.00969987933752708,0.0185185185185185,0,0,1,0,0,0.01,0,0,0.1,-0.0101010101010101,-0.0230571487955358,0,18.859,200,1000,10,0,0,0,NA,NA
"SVM",4,4,NA,0.0104833269631982,0.03125,0,2,1,0,0.02,0.01,0,0.1,0.1,-0.0101010101010101,0.0230571487955358,0,57.664,200,1000,10,0,0,0,NA,NA
"LASSO-Cox",4,4,NA,0.01,0.25,10,2,2,0.1,0.02,0.02,0.1,0.1,0.2,0.0909090909090909,0.0230571487955358,0.0335012605086404,27.6260000000001,200,1000,10,0,0,0,NA,NA
"sNPDR-signed",4,5,NA,0.00882126252726255,0.00396825396825397,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,11.9349999999999,200,1000,10,0,0,0,NA,NA
"sNPDR-absolute",4,5,NA,0.00948638256550244,0.03125,0,2,2,0,0.02,0.02,0,0.1,0.2,-0.0101010101010101,0.0230571487955358,0.0335012605086404,5.79199999999992,200,1000,10,0,0,0,NA,NA
"LASSO-sNPDR",4,5,NA,0.01,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,92.899,200,1000,10,0,0,0,NA,NA
"Cox",4,5,NA,0.0114710952918334,0.00719424460431655,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,7.45299999999997,200,1000,10,0,0,0,NA,NA
"SVM",4,5,NA,0.012271577107084,0.0151515151515152,0,0,1,0,0,0.01,0,0,0.1,-0.0101010101010101,-0.0230571487955358,0,19.5469999999998,200,1000,10,0,0,0,NA,NA
"LASSO-Cox",4,5,NA,0.01,0.00934579439252336,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,46.028,200,1000,10,0,0,0,NA,NA
"sNPDR-signed",4,6,NA,0.00867125909741277,0.00401606425702811,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,7.67000000000007,200,1000,10,0,0,0,NA,NA
"sNPDR-absolute",4,6,NA,0.0114224713385206,0.0140845070422535,0,0,1,0,0,0.01,0,0,0.1,-0.0101010101010101,-0.0230571487955358,0,15.778,200,1000,10,0,0,0,NA,NA
"LASSO-sNPDR",4,6,NA,0.00978266622728981,0.166666666666667,50,20,10,0.5,0.2,0.1,0.5,1,1,0.494949494949495,0.438085827115181,0.301511344577764,125.74,200,1000,10,0,0,0,NA,NA
"Cox",4,6,NA,0.0105404541418661,0.0454545454545455,0,2,1,0,0.02,0.01,0,0.1,0.1,-0.0101010101010101,0.0230571487955358,0,4.63700000000017,200,1000,10,0,0,0,NA,NA
"SVM",4,6,NA,0.0127928531150581,0.0833333333333333,0,2,1,0,0.02,0.01,0,0.1,0.1,-0.0101010101010101,0.0230571487955358,0,34.8709999999999,200,1000,10,0,0,0,NA,NA
"LASSO-Cox",4,6,NA,0.01,0.0344827586206897,0,2,1,0,0.02,0.01,0,0.1,0.1,-0.0101010101010101,0.0230571487955358,0,17.9390000000001,200,1000,10,0,0,0,NA,NA
"sNPDR-signed",4,7,NA,0.00745841482779604,0.00343642611683849,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,11.3619999999999,200,1000,10,0,0,0,NA,NA
"sNPDR-absolute",4,7,NA,0.00882042752427153,0.0169491525423729,0,0,1,0,0,0.01,0,0,0.1,-0.0101010101010101,-0.0230571487955358,0,12.3519999999999,200,1000,10,0,0,0,NA,NA
"LASSO-sNPDR",4,7,NA,0.00994079409460529,0.5,90,20,10,0.9,0.2,0.1,0.9,1,1,0.898989898989899,0.438085827115181,0.301511344577764,88.5729999999999,200,1000,10,0,0,0,NA,NA
"Cox",4,7,NA,0.010515661522105,0.0256410256410256,0,2,2,0,0.02,0.02,0,0.1,0.2,-0.0101010101010101,0.0230571487955358,0.0335012605086404,9.14199999999983,200,1000,10,0,0,0,NA,NA
"LASSO-Cox",4,7,NA,0.01,0.0163934426229508,0,0,2,0,0,0.02,0,0,0.2,-0.0101010101010101,-0.0230571487955358,0.0335012605086404,14.3820000000001,200,1000,10,0,0,0,NA,NA
"sNPDR-signed",4,8,NA,0.00800977800070111,0.0037037037037037,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,18.575,200,1000,10,0,0,0,NA,NA
"sNPDR-absolute",4,8,NA,0.00878505327923816,0.00952380952380952,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,8.68599999999992,200,1000,10,0,0,0,NA,NA
"LASSO-sNPDR",4,8,NA,0.01,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,100.223,200,1000,10,0,0,0,NA,NA
"Cox",4,8,NA,0.00831029599989389,0.00598802395209581,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,8.75200000000018,200,1000,10,0,0,0,NA,NA
"SVM",4,8,NA,0.008587421175123,0.0142857142857143,0,0,1,0,0,0.01,0,0,0.1,-0.0101010101010101,-0.0230571487955358,0,16.6679999999999,200,1000,10,0,0,0,NA,NA
"LASSO-Cox",4,8,NA,0.00994079409460529,0.0125,0,0,1,0,0,0.01,0,0,0.1,-0.0101010101010101,-0.0230571487955358,0,36.277,200,1000,10,0,0,0,NA,NA
"sNPDR-signed",4,9,NA,0.00812031700166273,0.00274725274725275,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,5.89500000000021,200,1000,10,0,0,0,NA,NA
"sNPDR-absolute",4,9,NA,0.00861337530607671,0.00529100529100529,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,13.4099999999999,200,1000,10,0,0,0,NA,NA
"LASSO-sNPDR",4,9,NA,0.00978266622728981,0.166666666666667,50,20,10,0.5,0.2,0.1,0.5,1,1,0.494949494949495,0.438085827115181,0.301511344577764,84.4259999999999,200,1000,10,0,0,0,NA,NA
"Cox",4,9,NA,0.00909215393185163,0.0138888888888889,0,0,1,0,0,0.01,0,0,0.1,-0.0101010101010101,-0.0230571487955358,0,3.46199999999999,200,1000,10,0,0,0,NA,NA
"SVM",4,9,NA,0.00954831747421879,0.03125,0,2,1,0,0.02,0.01,0,0.1,0.1,-0.0101010101010101,0.0230571487955358,0,20.4370000000001,200,1000,10,0,0,0,NA,NA
"LASSO-Cox",4,9,NA,0.01,0.0526315789473684,0,2,1,0,0.02,0.01,0,0.1,0.1,-0.0101010101010101,0.0230571487955358,0,5.31499999999983,200,1000,10,0,0,0,NA,NA
"sNPDR-signed",4,10,NA,0.00919775363057775,0.004739336492891,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,9.9079999999999,200,1000,10,0,0,0,NA,NA
"sNPDR-absolute",4,10,NA,0.00894823166680371,0.00909090909090909,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,11.9550000000002,200,1000,10,0,0,0,NA,NA
"LASSO-sNPDR",4,10,NA,0.00971825014873006,0.125,30,20,10,0.3,0.2,0.1,0.3,1,1,0.292929292929293,0.438085827115181,0.301511344577764,119.284,200,1000,10,0,0,0,NA,NA
"Cox",4,10,NA,0.00907732054518239,0.0151515151515152,0,0,1,0,0,0.01,0,0,0.1,-0.0101010101010101,-0.0230571487955358,0,2.96300000000019,200,1000,10,0,0,0,NA,NA
"SVM",4,10,NA,0.00975565609719338,0.00952380952380952,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,16.2549999999997,200,1000,10,0,0,0,NA,NA
"LASSO-Cox",4,10,NA,0.01,0.04,0,2,1,0,0.02,0.01,0,0.1,0.1,-0.0101010101010101,0.0230571487955358,0,34.2660000000001,200,1000,10,0,0,0,NA,NA
"sNPDR-signed",5,1,NA,0.00807811659060012,0.0126582278481013,0,0,1,0,0,0.01,0,0,0.1,-0.0101010101010101,-0.0230571487955358,0,14.472,200,1000,10,0,0,0,NA,NA
"sNPDR-absolute",5,1,NA,0.0108542389637546,0.0062111801242236,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,6.957,200,1000,10,0,0,0,NA,NA
"LASSO-sNPDR",5,1,NA,0.00910269534632076,0.0277777777777778,0,20,10,0,0.2,0.1,0,1,1,-0.0101010101010101,0.438085827115181,0.301511344577764,170.386,200,1000,10,0,0,0,NA,NA
"Cox",5,1,NA,0.00838733256433978,0.0147058823529412,0,0,1,0,0,0.01,0,0,0.1,-0.0101010101010101,-0.0230571487955358,0,13.546,200,1000,10,0,0,0,NA,NA
"SVM",5,1,NA,0.00741005128984808,0.00531914893617021,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,37.446,200,1000,10,0,0,0,NA,NA
"LASSO-Cox",5,1,NA,0.01,0.0053475935828877,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,18.32,200,1000,10,0,0,0,NA,NA
"sNPDR-signed",5,2,NA,0.0100757164315707,0.025,0,2,1,0,0.02,0.01,0,0.1,0.1,-0.0101010101010101,0.0230571487955358,0,8.54300000000001,200,1000,10,0,0,0,NA,NA
"sNPDR-absolute",5,2,NA,0.0111598837765733,0.00386100386100386,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,12.313,200,1000,10,0,0,0,NA,NA
"LASSO-sNPDR",5,2,NA,0.00989524925405074,0.333333333333333,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,83.379,200,1000,10,0,0,0,NA,NA
"Cox",5,2,NA,0.00820385295827575,0.00884955752212389,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,6.161,200,1000,10,0,0,0,NA,NA
"LASSO-Cox",5,2,NA,0.01,0.027027027027027,0,2,2,0,0.02,0.02,0,0.1,0.2,-0.0101010101010101,0.0230571487955358,0.0335012605086404,54.53,200,1000,10,0,0,0,NA,NA
"sNPDR-signed",5,3,NA,0.00933061542244983,0.00806451612903226,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,11.671,200,1000,10,0,0,0,NA,NA
"sNPDR-absolute",5,3,NA,0.0107838984669426,0.00699300699300699,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,8.28200000000004,200,1000,10,0,0,0,NA,NA
"LASSO-sNPDR",5,3,NA,0.00981752468033329,0.2,60,20,10,0.6,0.2,0.1,0.6,1,1,0.595959595959596,0.438085827115181,0.301511344577764,50.042,200,1000,10,0,0,0,NA,NA
"Cox",5,3,NA,0.0102481138477635,0.0133333333333333,0,0,1,0,0,0.01,0,0,0.1,-0.0101010101010101,-0.0230571487955358,0,2.97300000000007,200,1000,10,0,0,0,NA,NA
"SVM",5,3,NA,0.0110767271805147,0.03125,0,2,1,0,0.02,0.01,0,0.1,0.1,-0.0101010101010101,0.0230571487955358,0,33.071,200,1000,10,0,0,0,NA,NA
"LASSO-Cox",5,3,NA,0.00994079409460529,0.0909090909090909,0,2,2,0,0.02,0.02,0,0.1,0.2,-0.0101010101010101,0.0230571487955358,0.0335012605086404,15.4680000000001,200,1000,10,0,0,0,NA,NA
"sNPDR-signed",5,4,NA,0.00889691365613678,0.0116279069767442,0,0,1,0,0,0.01,0,0,0.1,-0.0101010101010101,-0.0230571487955358,0,7.08500000000004,200,1000,10,0,0,0,NA,NA
"sNPDR-absolute",5,4,NA,0.0109701958065963,0.00636942675159236,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,9.22899999999993,200,1000,10,0,0,0,NA,NA
"LASSO-sNPDR",5,4,NA,0.0096881248587651,0.111111111111111,20,20,10,0.2,0.2,0.1,0.2,1,1,0.191919191919192,0.438085827115181,0.301511344577764,82.455,200,1000,10,0,0,0,NA,NA
"Cox",5,4,NA,0.00923751158623069,0.0106382978723404,0,0,1,0,0,0.01,0,0,0.1,-0.0101010101010101,-0.0230571487955358,0,3.39699999999993,200,1000,10,0,0,0,NA,NA
"SVM",5,4,NA,0.00806736389261255,0.0102040816326531,0,0,1,0,0,0.01,0,0,0.1,-0.0101010101010101,-0.0230571487955358,0,47.756,200,1000,10,0,0,0,NA,NA
"LASSO-Cox",5,4,NA,0.01,0.00588235294117647,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,39.251,200,1000,10,0,0,0,NA,NA
"sNPDR-signed",5,5,NA,0.00860896131547746,0.0102040816326531,0,0,1,0,0,0.01,0,0,0.1,-0.0101010101010101,-0.0230571487955358,0,7.46400000000006,200,1000,10,0,0,0,NA,NA
"sNPDR-absolute",5,5,NA,0.00975027291338527,0.0043859649122807,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,13.8829999999999,200,1000,10,0,0,0,NA,NA
"LASSO-sNPDR",5,5,NA,0.0113407771307898,0.0277777777777778,0,2,10,0,0.02,0.1,0,0.1,1,-0.0101010101010101,0.0230571487955358,0.301511344577764,70.692,200,1000,10,0,0,0,NA,NA
"Cox",5,5,NA,0.00970839871120686,0.0108695652173913,0,0,1,0,0,0.01,0,0,0.1,-0.0101010101010101,-0.0230571487955358,0,2.31999999999994,200,1000,10,0,0,0,NA,NA
"SVM",5,5,NA,0.00857445036991927,0.00641025641025641,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,38.0849999999999,200,1000,10,0,0,0,NA,NA
"LASSO-Cox",5,5,NA,0.01,0.00869565217391304,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,53.973,200,1000,10,0,0,0,NA,NA
"sNPDR-signed",5,6,NA,0.00747361943540967,0.0135135135135135,0,0,1,0,0,0.01,0,0,0.1,-0.0101010101010101,-0.0230571487955358,0,11.617,200,1000,10,0,0,0,NA,NA
"sNPDR-absolute",5,6,NA,0.0106587940505694,0.0065359477124183,0,0,0,0,0,0,0,0,0,-0.0101010101010101,-0.0230571487955358,-0.0335012605086404,19.5239999999999,200,1000,10,0,0,0,NA,NA
"LASSO-sNPDR",5,6,NA,0.00963114272156024,0.0909090909090909,0,20,10,0,0.2,0.1,0,1,1,-0.0101010101010101,0.438085827115181,0.301511344577764,128.409,200,1000,10,0,0,0,NA,NA
